,미국 USD,일본 JPY,유럽연합 EUR,중국 CNY
2017-05-02,"1,131.00","1,007.71","1,233.64",164.08
2017-04-28,"1,140.50","1,022.27","1,244.57",165.29
2017-04-27,"1,134.00","1,018.64","1,235.44",164.34
2017-04-26,"1,131.50","1,015.30","1,231.92",164.04
2017-04-25,"1,130.50","1,021.60","1,231.28",164.14
2017-04-24,"1,129.50","1,025.75","1,228.11",164.07
2017-04-21,"1,136.00","1,041.20","1,215.97",164.94
2017-04-20,"1,138.00","1,044.08","1,222.95",165.37
2017-04-19,"1,140.50","1,047.00","1,223.19",165.82
2017-04-18,"1,143.00","1,050.50","1,218.78",165.99
2017-04-17,"1,138.00","1,048.36","1,211.80",165.38
2017-04-14,"1,142.00","1,051.23","1,213.89",165.89
2017-04-13,"1,131.50","1,035.75","1,202.11",164.34
2017-04-12,"1,140.00","1,040.76","1,208.46",165.18
2017-04-11,"1,145.50","1,036.75","1,215.43",165.93
2017-04-10,"1,143.00","1,026.95","1,209.07",165.53
2017-04-07,"1,136.00","1,027.64","1,206.89",164.77
2017-04-06,"1,131.00","1,019.93","1,206.38",164.18
2017-04-05,"1,127.50","1,014.44","1,203.10",163.82
2017-04-04,"1,124.50","1,018.52","1,197.26",163.46
2017-04-03,"1,118.00","1,004.22","1,191.56",162.67
