,date,close,open,high,low,volume,keyword
0,2015-11-10,126500.0,134000.0,135000.0,125000.0,148498.0,하나투어
1,2015-11-11,126000.0,127500.0,128500.0,122500.0,111829.0,하나투어
2,2015-11-12,123500.0,126000.0,127000.0,123500.0,56857.0,하나투어
3,2015-11-13,123000.0,122000.0,125000.0,121500.0,60083.0,하나투어
4,2015-11-16,112000.0,113000.0,119000.0,110000.0,284093.0,하나투어
5,2015-11-17,113000.0,114000.0,115000.0,111500.0,149408.0,하나투어
6,2015-11-18,113500.0,113500.0,115500.0,112000.0,92843.0,하나투어
7,2015-11-19,113500.0,115000.0,115500.0,111500.0,91272.0,하나투어
8,2015-11-20,110000.0,113000.0,114000.0,107000.0,254802.0,하나투어
9,2015-11-23,113500.0,108500.0,113500.0,107000.0,147238.0,하나투어
10,2015-11-24,113000.0,113000.0,114000.0,111500.0,54809.0,하나투어
11,2015-11-25,112000.0,112500.0,113500.0,109500.0,120161.0,하나투어
12,2015-11-26,112500.0,112500.0,113000.0,109000.0,108348.0,하나투어
13,2015-11-27,115000.0,113500.0,119000.0,113000.0,155793.0,하나투어
14,2015-11-30,115000.0,115500.0,118500.0,113500.0,179656.0,하나투어
15,2015-12-01,117000.0,116000.0,118000.0,115000.0,91009.0,하나투어
16,2015-12-02,120000.0,118000.0,122000.0,115500.0,136286.0,하나투어
17,2015-12-03,120500.0,119000.0,121500.0,117500.0,81372.0,하나투어
18,2015-12-04,117500.0,119000.0,120500.0,117000.0,56094.0,하나투어
19,2015-12-07,112000.0,118500.0,119000.0,111500.0,148937.0,하나투어
20,2015-12-08,111500.0,111500.0,113500.0,109000.0,159792.0,하나투어
21,2015-12-09,112000.0,111500.0,113500.0,109500.0,54142.0,하나투어
22,2015-12-10,108000.0,110000.0,111000.0,105500.0,178698.0,하나투어
23,2015-12-11,104500.0,109000.0,109500.0,104500.0,100899.0,하나투어
24,2015-12-14,105000.0,102500.0,107000.0,101000.0,77793.0,하나투어
25,2015-12-15,107000.0,105000.0,107000.0,104500.0,38363.0,하나투어
26,2015-12-16,110000.0,107000.0,110500.0,106000.0,73626.0,하나투어
27,2015-12-17,109000.0,110000.0,111000.0,108500.0,34226.0,하나투어
28,2015-12-18,116000.0,108500.0,116000.0,107000.0,75283.0,하나투어
29,2015-12-21,116500.0,116000.0,120000.0,113500.0,106917.0,하나투어
30,2015-12-22,114000.0,117500.0,117500.0,113500.0,45940.0,하나투어
31,2015-12-23,113500.0,115000.0,115500.0,113000.0,57646.0,하나투어
32,2015-12-24,109000.0,111000.0,113000.0,109000.0,84573.0,하나투어
