,date,close,open,high,low,volume,keyword
0,2015-11-04,187000.0,187500.0,191500.0,182500.0,2289.0,경방
1,2015-11-05,180000.0,185500.0,186000.0,179000.0,1522.0,경방
2,2015-11-06,178500.0,179500.0,180000.0,175000.0,1401.0,경방
3,2015-11-09,173000.0,178500.0,178500.0,170000.0,1761.0,경방
4,2015-11-10,178000.0,171500.0,180000.0,167000.0,3177.0,경방
5,2015-11-11,184500.0,172000.0,190500.0,172000.0,3592.0,경방
6,2015-11-12,185000.0,184500.0,187500.0,181500.0,262.0,경방
7,2015-11-13,183500.0,180500.0,186500.0,175000.0,3049.0,경방
8,2015-11-16,176500.0,180000.0,182500.0,176000.0,1559.0,경방
9,2015-11-17,180000.0,176500.0,184000.0,175000.0,2509.0,경방
10,2015-11-18,177500.0,180500.0,181000.0,174000.0,2369.0,경방
11,2015-11-19,183500.0,183000.0,186000.0,177000.0,2660.0,경방
12,2015-11-20,184500.0,185500.0,187000.0,181000.0,3073.0,경방
13,2015-11-23,188000.0,184500.0,191000.0,182000.0,2490.0,경방
14,2015-11-24,195500.0,189500.0,196500.0,189000.0,1493.0,경방
15,2015-11-25,193500.0,190500.0,195000.0,189000.0,1030.0,경방
16,2015-11-26,194500.0,192000.0,194500.0,192000.0,492.0,경방
17,2015-11-27,193500.0,190000.0,194000.0,188500.0,671.0,경방
18,2015-11-30,189500.0,190000.0,193000.0,185000.0,1692.0,경방
19,2015-12-01,183500.0,189000.0,190500.0,183500.0,1551.0,경방
20,2015-12-02,184000.0,181500.0,187500.0,180000.0,1428.0,경방
21,2015-12-03,181000.0,183000.0,183000.0,179500.0,518.0,경방
22,2015-12-04,178000.0,180000.0,181000.0,178000.0,773.0,경방
23,2015-12-07,176000.0,178000.0,180000.0,175500.0,751.0,경방
24,2015-12-08,173000.0,175000.0,176500.0,172000.0,1461.0,경방
25,2015-12-09,171500.0,173000.0,176500.0,170000.0,744.0,경방
26,2015-12-10,171000.0,176500.0,178000.0,170500.0,1940.0,경방
27,2015-12-11,167000.0,169000.0,176000.0,165000.0,7171.0,경방
28,2015-12-14,167000.0,167000.0,169000.0,161500.0,2680.0,경방
29,2015-12-15,168000.0,167000.0,171500.0,165000.0,2648.0,경방
30,2015-12-16,174000.0,166500.0,179500.0,166500.0,1170.0,경방
31,2015-12-17,179000.0,177000.0,179500.0,173000.0,840.0,경방
32,2015-12-18,180500.0,179000.0,182000.0,175000.0,1252.0,경방
33,2015-12-21,188000.0,189500.0,192500.0,178000.0,1636.0,경방
34,2015-12-22,187500.0,184500.0,188500.0,182000.0,1914.0,경방
35,2015-12-23,192500.0,188000.0,193000.0,184500.0,1401.0,경방
36,2015-12-24,190000.0,194500.0,197000.0,188500.0,1376.0,경방
37,2015-12-28,187500.0,190000.0,190000.0,182000.0,2752.0,경방
38,2015-12-29,188000.0,185000.0,192000.0,183500.0,1410.0,경방
39,2015-12-30,192500.0,185500.0,194000.0,185500.0,1201.0,경방
40,2016-01-04,180000.0,187500.0,191000.0,180000.0,3307.0,경방
41,2016-01-05,182500.0,180000.0,186500.0,175500.0,1004.0,경방
42,2016-01-06,185500.0,178000.0,186500.0,177000.0,1167.0,경방
43,2016-01-07,184500.0,189500.0,189500.0,182500.0,543.0,경방
44,2016-01-08,188500.0,197000.0,197000.0,181500.0,901.0,경방
45,2016-01-11,184000.0,183500.0,187000.0,183000.0,575.0,경방
46,2016-01-12,181000.0,182500.0,185500.0,177000.0,1365.0,경방
47,2016-01-13,179000.0,182500.0,182500.0,177500.0,905.0,경방
48,2016-01-14,173500.0,181000.0,181000.0,172500.0,540.0,경방
49,2016-01-15,177000.0,176000.0,177500.0,171000.0,945.0,경방
50,2016-01-18,189500.0,183500.0,190500.0,177000.0,10832.0,경방
51,2016-01-19,193500.0,190500.0,193500.0,187500.0,3324.0,경방
52,2016-01-20,193500.0,195500.0,197000.0,183500.0,2031.0,경방
53,2016-01-21,197000.0,198000.0,199500.0,188500.0,2575.0,경방
54,2016-01-22,201000.0,213500.0,213500.0,192500.0,1369.0,경방
